filename,speaker,condition,expected,predicted,correct,confidence,latency_s
speaker8_TurnLeft_snr20db.wav,speaker8,SNR_20dB,turn left,turn left,True,0.509,1.61
speaker8_TurnRight_snr0db.wav,speaker8,SNR_0dB,turn right,turn right,True,0.655,2.05
speaker8_TurnRight_snr10db.wav,speaker8,SNR_10dB,turn right,turn right,True,0.662,1.66
speaker8_TurnRight_snr20db.wav,speaker8,SNR_20dB,turn right,turn right,True,0.628,1.55
speaker9_MoveBackward_snr0db.wav,speaker9,SNR_0dB,move backward,move backward,True,0.587,1.35
speaker9_MoveBackward_snr10db.wav,speaker9,SNR_10dB,move backward,move backward,True,0.614,1.31
speaker9_MoveBackward_snr20db.wav,speaker9,SNR_20dB,move backward,move backward,True,0.561,1.5
speaker9_MoveForward_snr0db.wav,speaker9,SNR_0dB,move forward,move forward,True,0.681,1.71
speaker9_MoveForward_snr10db.wav,speaker9,SNR_10dB,move forward,move forward,True,0.671,1.57
speaker9_MoveForward_snr20db.wav,speaker9,SNR_20dB,move forward,move forward,True,0.487,1.37
speaker9_Stop_snr0db.wav,speaker9,SNR_0dB,stop,stop,True,0.597,1.41
speaker9_Stop_snr10db.wav,speaker9,SNR_10dB,stop,stop,True,0.565,1.34
speaker9_Stop_snr20db.wav,speaker9,SNR_20dB,stop,stop,True,0.451,1.43
speaker9_TurnLeft_snr0db.wav,speaker9,SNR_0dB,turn left,turn left,True,0.757,1.42
speaker9_TurnLeft_snr10db.wav,speaker9,SNR_10dB,turn left,turn left,True,0.735,1.93
speaker9_TurnLeft_snr20db.wav,speaker9,SNR_20dB,turn left,turn left,True,0.621,1.52
speaker9_TurnRight_snr0db.wav,speaker9,SNR_0dB,turn right,turn right,True,0.68,1.38
speaker9_TurnRight_snr10db.wav,speaker9,SNR_10dB,turn right,turn right,True,0.613,1.33
speaker9_TurnRight_snr20db.wav,speaker9,SNR_20dB,turn right,turn right,True,0.65,1.42
